LocationID (QRCode),Latitude,Longitude,Description,Moderator (0/1),Active (0/1),Dosimeter,Collected Flag (0/1),Wear Period,System_Date Deployed,System_Date Collected,Mismatch (0/1), my_Date Deployed, my_Date Collected, recordID
ALPINE-001,37.41845703,-122.19710960,Background dosimeter (Outside guard shack),0,1,BA002449025,0,7-1-2021,07/23/2021,07/23/2021,,07/23/2021,07/23/2021, 761C49C8-C21B-4A0F-B478-C86D08BFE2F9
ALPINE-001,37.41430664,-122.19606921,Background dosimeter (Outside guard shack),0,1,BA001676017,1,1-1-2021,01/05/2021,07/23/2021,0,01/05/2021,07/23/2021, 308E2660-9DFA-4451-BC85-1162AC456233
ALPINE-002,37.41842651,-122.19709488,Background dosimeter (Outside guard shack),0,1,BA00154792Z,0,7-1-2021,07/23/2021,07/23/2021,,07/23/2021,07/23/2021, 56AB30F9-F296-4280-9D60-104F42BAF84B
ALPINE-002,37.41400146,-122.19507250,Background dosimeter (Outside guard shack),0,1,BA00037577X,1,1-1-2021,01/21/2021,07/23/2021,0,01/21/2021,07/23/2021, 0B8D5DFD-ECF7-4CBC-9777-B5AE1AF26A6F
BLG 005-001,37.41595459,-122.20276720,MCC control room; Bldg 005; Outside by S entrance,1,1,BA00101270S,0,7-1-2021,09/01/2021,09/01/2021,,09/01/2021,09/01/2021, 717670B1-A38B-4BAB-8F2E-16A9638A45F0
BLG 005-001,37.41607666,-122.20285875,MCC control room; Bldg 005; Outside by S entrance,1,1,BA00166891V,1,1-1-2021,02/24/2021,09/01/2021,0,02/24/2021,09/01/2021, CA7985D9-D0CF-4AB8-8C97-5D4580E0DC4E
BLG 006-001,37.41726685,-122.20258755,Inside Room 101A RGD Titan G2 #63,0,1,BA00211931D,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, E4E89701-92DE-4DA7-AE92-ED4BC717E1B4
BLG 006-001,37.41723633,-122.20268890,Inside Room 101A RGD Titan G2 #63,0,1,BA001183872,1,1-1-2021,01/15/2021,07/29/2021,0,01/15/2021,07/29/2021, 31D56D25-5031-48AB-BB61-BEAEDBB5424F
BLG 006-002,37.41726685,-122.20258621,Inside Room 107 RGD Titan G3 #62,0,1,BA00049006C,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, C5DE8889-D04F-4E9E-B98D-DD774D349FCA
BLG 006-002,37.41717529,-122.20294582,Inside Room 107 RGD Titan G3 #62,0,1,BA00075898H,1,1-1-2021,02/03/2021,07/29/2021,0,02/03/2021,07/29/2021, 5B4B496D-731B-4438-AA10-42E6B46FB2C0
BLG 006-003,37.41726685,-122.20258637,Inside Room 110 RGD Titan Krios #56,0,1,BA000124893,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 0F2A547C-723B-44F4-A36D-ABDED20E654D
BLG 006-003,37.41720581,-122.20282268,Inside Room 110 RGD Titan Krios #56,0,1,BA00063855V,1,1-1-2021,01/29/2021,07/29/2021,0,01/29/2021,07/29/2021, E8C1F6F0-E28A-4B90-80D0-0B562C7D8336
BLG 006-008,37.41726685,-122.20258788,RGD#56: Titan Krios #1: Room 110,0,1,BA00199796E,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 6B9E3538-D2CF-49FC-8148-7627323C6838
BLG 006-008,37.41723633,-122.20268841,RGD#56: Titan Krios #1: Room 110,0,1,BA000919020,1,1-1-2021,01/15/2021,07/29/2021,0,01/15/2021,07/29/2021, CC560F74-327F-4340-98BD-914B01106D6D
BLG 006-009,37.41726685,-122.20259691,RGD#58: Talos Arctica: Room 105A,0,1,BA00125336A,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 536D6233-D5CB-49B9-A277-9866433263A8
BLG 006-009,37.41723633,-122.20272060,RGD#58: Talos Arctica: Room 105A,0,1,BA000664261,1,1-1-2021,01/29/2021,07/29/2021,0,01/29/2021,07/29/2021, A0205638-4CA8-4688-A903-D4CA92EEA89D
BLG 006-010,37.41726685,-122.20259916,RGD#62: Titan G3: Room 107,0,1,BA001729121,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 0BFB85E7-EBFA-4ED4-B369-40A77702316B
BLG 006-010,37.41723633,-122.20269004,RGD#62: Titan G3: Room 107,0,1,BA00130739Z,1,1-1-2021,01/15/2021,07/29/2021,0,01/15/2021,07/29/2021, 99AC6615-8043-44BB-97AC-7E6DB0FECA69
BLG 006-011,37.41726685,-122.20258839,RGD#63: Titan G2: Room 101A,0,1,BA001835308,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 75A69ACA-A5D5-4331-8CD7-C13E2B444224
BLG 006-011,37.41723633,-122.20268893,RGD#63: Titan G2: Room 101A,0,1,BA00102393H,1,1-1-2021,01/15/2021,07/29/2021,0,01/15/2021,07/29/2021, 231DC1AE-F917-41D5-9ABF-F50185D2E379
BLG 008-001,37.41787720,-122.20206601,On backside near fence,0,1,BA001710857,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, DE86B328-204A-48B9-A9D1-788628FDCF45
BLG 008-001,37.41720581,-122.20293849,On backside near fence,0,1,BA00020624F,1,1-1-2021,01/22/2021,07/29/2021,0,01/22/2021,07/29/2021, CF419EBC-1460-44E2-873D-95CE0B0D9487
BLG 015-001,37.41580200,-122.20686371,Lower level: in break room,0,1,BA00161380D,0,7-1-2021,07/20/2021,07/20/2021,,07/20/2021,07/20/2021, 87CAF31D-6EEA-4C93-9595-A2F4516598D1
BLG 015-001,37.41574097,-122.20689413,Lower level: in break room,0,1,BA00111949X,1,1-1-2021,01/14/2021,07/20/2021,0,01/14/2021,07/20/2021, 2D7F08E6-78F2-4342-BAE5-E42237358F23
BLG 015-002,37.41580200,-122.20683840,Upper level: next to staircase doorway,0,1,BA00085426Y,0,7-1-2021,07/20/2021,07/20/2021,,07/20/2021,07/20/2021, 7B19B807-FE04-4FC9-A696-92EFACA0D496
BLG 015-002,37.41571045,-122.20682456,Upper level: next to staircase doorway,0,1,BA00092848L,1,1-1-2021,01/14/2021,07/20/2021,0,01/14/2021,07/20/2021, DAC5D82F-0C80-41B6-BA5C-8EC1855A43C8
BLG 015-003,37.41577148,-122.20679927,Lower level: I Beam behind office divider NE corner,0,1,BA001057085,0,7-1-2021,07/20/2021,07/20/2021,,07/20/2021,07/20/2021, 527BE0C4-2162-47FB-8D17-65FD68563325
BLG 015-003,37.41583252,-122.20676629,Lower level: I Beam behind office divider NE corner,0,1,BA000692246,1,1-1-2021,01/14/2021,07/20/2021,0,01/14/2021,07/20/2021, 3DCCD825-2615-49F0-A2E2-6730BAEA65EF
BLG 015-004,37.41571045,-122.20681413,South west corner of building on unistrut 8',0,1,BA00153839Q,0,7-1-2021,07/20/2021,07/20/2021,,07/20/2021,07/20/2021, 3B236D39-B24A-4C2D-82DD-189162A8428E
BLG 015-004,37.41561890,-122.20675547,South west corner of building on unistrut 8',0,1,BA000733272,1,1-1-2021,01/14/2021,07/20/2021,0,01/14/2021,07/20/2021, 9EDC94B0-232A-4616-9D67-973DDDC2000D
BLG 024-001,37.41702271,-122.20799029,RCF Area: Outside wall: hallway across from J. Yu above cabinets,1,1,BA00055854X,0,7-1-2021,07/28/2021,07/28/2021,,07/28/2021,07/28/2021, E8EDF5EA-BDB2-4E50-B7BF-5AFE9825F00A
BLG 024-001,37.41702271,-122.20805790,RCF Area: Outside wall: hallway across from J. Yu above cabinets,1,1,BA001280876,1,1-1-2021,01/21/2021,07/28/2021,0,01/21/2021,07/28/2021, 481CB4DE-B7A0-41E5-8005-4049FCCBDA50
BLG 024-002,37.41717529,-122.20792822,Rad lab - inside door to R185,0,1,BA00172916T,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, C9740613-06EE-42CE-8CD7-0A286006BC6C
BLG 024-002,37.41708374,-122.20804911,Rad lab - inside door to R185,0,1,BA000214876,1,1-1-2021,01/05/2021,07/26/2021,0,01/05/2021,07/26/2021, 5E8109BB-C8D8-47B2-8CEF-5AB2C7BDC437
BLG 024-003,37.41711426,-122.20798019,Room 185 NE Corner,0,1,BA000256381,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, C2495ECF-E796-4D65-82EA-4DCFC93C3D80
BLG 024-004,37.41690063,-122.20806743,R 161 mounted on pipe on wall,0,1,BA00196515V,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, 6A8148A5-8407-43AD-BFCC-525773B5E4EF
BLG 024-004,37.41687012,-122.20805498,R 161 mounted on pipe on wall,0,1,BA001523193,1,1-1-2021,01/13/2021,07/26/2021,0,01/13/2021,07/26/2021, C3658CCA-C661-416C-8AD7-1E88225ED234
BLG 024-006,37.41711426,-122.20800346,Eddie Office North Wall Rm 178,0,1,BA00247593Z,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, F4408534-3742-4061-8347-D460259921B7
BLG 024-006,37.41708374,-122.20805080,Eddie Office North Wall Rm 178,0,1,BA00186902W,1,1-1-2021,01/13/2021,07/26/2021,0,01/13/2021,07/26/2021, 57780F21-D598-4BEB-A5BA-F9B4BAA42B19
BLG 024-007,37.41702271,-122.20800763,Room 145: BSOIC and RAM storage room: behind desks,0,1,BA001680365,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, 64902F61-12DD-4A51-8854-FC32A7F2A6CE
BLG 024-007,37.41708374,-122.20804965,Room 145: BSOIC and RAM storage room: behind desks,0,1,BA000415961,1,1-1-2021,01/13/2021,07/26/2021,0,01/13/2021,07/26/2021, AA6BB2C4-3ACF-4DDF-82A7-DA427EA9D1FF
BLG 025-001,37.41708374,-122.20732855,Outside machine Shop Supervisor's Office,0,1,BA00033859T,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, F1CAC052-1492-4F15-AA96-46451EFE9BB8
BLG 025-001,37.41717529,-122.20739655,Outside machine Shop Supervisor's Office,0,1,BA00184120G,1,1-1-2021,01/13/2021,07/21/2021,0,01/13/2021,07/21/2021, CBBE94F8-9421-48A0-88C1-7E0A03846259
BLG 025-002,37.41714478,-122.20729814, Rm 112D Office (Plating Shop),0,1,BA00118382C,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, 50AF3678-8724-4C9C-B523-24CC7BBE8784
BLG 025-002,37.41711426,-122.20728973, Rm 112D Office (Plating Shop),0,1,BA00121622H,1,1-1-2021,01/13/2021,07/21/2021,0,01/13/2021,07/21/2021, CA0FC932-D186-4D43-8D64-9F7241AD8F8B
BLG 025-003,37.41717529,-122.20747861,Upstairs offices across from room #208,0,1,BA000644734,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, 5B8C58D3-1FF4-428C-94F5-11AA7A067010
BLG 025-003,37.41729736,-122.20755644,Upstairs offices across from room #208,0,1,BA00078476S,1,1-1-2021,01/13/2021,07/21/2021,0,01/13/2021,07/21/2021, 69246A52-D09D-473C-854D-272157140745
BLG 025-006,37.41708374,-122.20731653,Rm #112A break room adj to I-beam & phone,0,1,BA00150728Y,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, 5038AC54-4263-4264-BDDA-15D9F0620D5F
BLG 025-006,37.41708374,-122.20728805,Rm #112A break room adj to I-beam & phone,0,1,BA001292863,1,1-1-2021,01/13/2021,07/21/2021,0,01/13/2021,07/21/2021, 8410BD5D-23CB-432C-9FDC-DCE0747921AE
BLG 025-007,37.41711426,-122.20724278,Main Shop Area under Hydrogen Alarm panel,0,1,BA00146300K,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, D4260E73-F678-4C8B-96A4-7B6C41406EFB
BLG 025-007,37.41720581,-122.20735607,Main Shop Area under Hydrogen Alarm panel,0,1,BA001466822,1,1-1-2021,01/13/2021,07/21/2021,0,01/13/2021,07/21/2021, 57345598-6D5E-46DA-8E54-B3670D86447A
BLG 025-008,37.41726685,-122.20768266,RGD #20: Metals Analyzer Gun: Room 112C,0,1,BA00165339W,0,7-1-2021,07/28/2021,07/28/2021,,07/28/2021,07/28/2021, C5FF2C4C-B6B1-4B40-8288-4080E20CACCF
BLG 025-008,37.41720581,-122.20736089,RGD #20: Metals Analyzer Gun: Room 112C,0,1,BA00161966R,1,1-1-2021,01/13/2021,07/28/2021,0,01/13/2021,07/28/2021, F3886D12-6D72-4796-8DA6-347A52CA66E0
BLG 026-002,37.41757202,-122.20598215,Outside door to 2nd Floor Offices,0,1,BA00067716V,0,7-1-2021,09/01/2021,09/01/2021,,09/01/2021,09/01/2021, F80A15A3-F570-40CB-80BF-31D02EFC3516
BLG 026-002,37.41754150,-122.20592067,Outside door to 2nd Floor Offices,0,1,BA001514481,1,1-1-2021,01/12/2021,09/01/2021,0,01/12/2021,09/01/2021, E5C4B146-6974-4D9A-98E3-5FF12D5BC1DB
BLG 026-003,37.41726685,-122.20590392,Weld Shop breaker panel near Column 4C above sink,0,1,BA000306186,1,1-1-2021,01/12/2021,07/27/2021,0,01/12/2021,07/27/2021, 4B62CE18-7D7D-4FB6-982A-6F29FF9C7702
BLG 026-004,37.41751099,-122.20580305,Magnet shop; locked cage next to rigging equipment,0,1,BA00074213C,0,7-1-2021,07/28/2021,07/28/2021,,07/28/2021,07/28/2021, A362011D-5E33-4C5F-93C3-B5635363FBA1
BLG 026-004,37.41732788,-122.20570444,Magnet shop; locked cage next to rigging equipment,0,1,BA00062282B,1,1-1-2021,01/12/2021,07/28/2021,0,01/12/2021,07/28/2021, B3FD913C-1A45-4A63-803E-FFA8146CDA45
BLG 026-005,37.41751099,-122.20577630,West Office Rm 100 south wall Right of door,0,1,BA00013750H,0,7-1-2021,07/27/2021,07/27/2021,,07/27/2021,07/27/2021, 8DD7232C-3B80-4A3C-9609-706A0871C60A
BLG 026-005,37.41726685,-122.20592580,West Office Rm 100 south wall Right of door,0,1,BA00038758S,1,1-1-2021,01/13/2021,07/27/2021,0,01/13/2021,07/27/2021, D818ED73-EE01-4853-8030-D744A5C0B30A
BLG 027-001,37.41748047,-122.20787056,Near outlet on East Wall- left of monitors,0,1,BA00056487V,0,7-1-2021,08/04/2021,08/04/2021,,08/04/2021,08/04/2021, 6C4329D8-2757-43FE-BDA7-BCB34EFFD63F
BLG 027-001,37.41726685,-122.20781821,Near outlet on East Wall- left of monitors,0,1,BA00152009A,1,1-1-2021,01/27/2021,08/04/2021,0,01/27/2021,08/04/2021, 697646A9-763B-446F-9B26-9783C1B69E97
BLG 028-002,37.41711426,-122.20532037,middle of building room huddle room 93,0,1,BA00133056E,0,7-1-2021,07/21/2021,07/21/2021,0,07/21/2021,07/21/2021, 14A15F59-2817-4E39-90F0-3214332DF080
BLG 028-002,37.41699219,-122.20526906,middle of building room huddle room 93,0,1,BA00105219C,1,1-1-2021,01/13/2021,07/21/2021,0,01/13/2021,07/21/2021, 4826F73E-FBE4-4D4D-9E3E-625C8376E623
BLG 028-003,37.41705322,-122.20527558,Southeast corner: RP instrument lab,0,1,BA00211070T,0,7-1-2021,07/20/2021,07/20/2021,,07/20/2021,07/20/2021, CFBF829A-F28F-449E-9670-B34E90F8FA5F
BLG 028-003,37.41705322,-122.20530724,Southeast corner: RP instrument lab,0,1,BA000769300,1,1-1-2021,01/12/2021,07/20/2021,0,01/12/2021,07/20/2021, FB570AD2-A891-4C9A-A243-80DDFA8A11A6
BLG 028-004,37.41696167,-122.20536601,Southwest cornery,0,1,BA00163537Y,0,7-1-2021,07/20/2021,07/20/2021,,07/20/2021,07/20/2021, F877D450-2218-4523-806D-4E590CD8ADC4
BLG 028-004,37.41705322,-122.20532277,Southwest cornery,0,1,BA00098775K,1,1-1-2021,01/12/2021,07/20/2021,0,01/12/2021,07/20/2021, 8B1ED5F3-8DE5-406A-A84F-114FEB4057C1
BLG 031-002,37.41705322,-122.20429291,Supv Office rm 100,0,1,BA000468514,0,7-1-2021,07/27/2021,07/27/2021,,07/27/2021,07/27/2021, A1950721-9027-430C-B4C1-0998E7FB8A3F
BLG 031-002,37.41705322,-122.20438329,Supv Office rm 100,0,1,BA001181876,1,1-1-2021,01/14/2021,07/27/2021,0,01/14/2021,07/27/2021, 3839A654-A851-4BBE-B88F-816CB33420C7
BLG 031-003,37.41705322,-122.20427234,General office area at 480V breaker panel O/S ROOM 105 (TX400 RGD#27),0,1,BA00189367P,0,7-1-2021,07/27/2021,07/27/2021,,07/27/2021,07/27/2021, A72E9B69-FDE2-4581-AD6A-ADC89E807387
BLG 031-003,37.41711426,-122.20431935,General office area at 480V breaker panel O/S ROOM 105 (TX400 RGD#27),0,1,BA000887011,1,1-1-2021,01/14/2021,07/27/2021,0,01/14/2021,07/27/2021, 7AD6022B-8B71-4155-A5B8-6D9D07A3B443
BLG 031-004,37.41708374,-122.20420190,General office area 480V breaker panel O/S Rm 102,0,1,BA00089482W,0,7-1-2021,07/27/2021,07/27/2021,,07/27/2021,07/27/2021, 6519E7D2-CCC3-41F8-9D82-D9FBB8F2DE20
BLG 031-004,37.41711426,-122.20430937,General office area 480V breaker panel O/S Rm 102,0,1,BA001324947,1,1-1-2021,01/14/2021,07/27/2021,0,01/14/2021,07/27/2021, 486D0477-42DF-4DEB-BB34-8EB0986D8E13
BLG 031-005,37.41705322,-122.20432592,General area on rack leg of material to survey,0,1,BA00210108J,0,7-1-2021,07/27/2021,07/27/2021,,07/27/2021,07/27/2021, B2CB741C-6537-4CA6-8F61-ADDD15027377
BLG 031-005,37.41705322,-122.20444327,General area on rack leg of material to survey,0,1,BA00094200F,1,1-1-2021,01/14/2021,07/27/2021,0,01/14/2021,07/27/2021, DF448AC3-0114-42A8-920F-C43AC4EAF309
BLG 033-003,37.41690063,-122.20816460,General warehouse area fence E side by sliding gate door. ,0,1,BA00131977U,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 92B15C89-3B5E-4B0E-AC03-B425B3D8E924
BLG 033-003,37.41690063,-122.20817006,General warehouse area fence E side by sliding gate door. ,0,1,BA00093769I,1,1-1-2021,01/13/2021,07/29/2021,0,01/13/2021,07/29/2021, 07D04030-F93E-4A2B-BA49-2F9454835643
BLG 033-004,37.41693115,-122.20815089,office space Rm 100 side of room divider by light switch N wall,0,1,BA00067053B,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 1775F21B-5003-4C69-88D9-F9274C5B2306
BLG 033-004,37.41687012,-122.20822859,office space Rm 100 side of room divider by light switch N wall,0,1,BA00128767U,1,1-1-2021,01/13/2021,07/29/2021,0,01/13/2021,07/29/2021, A1B1FEC3-D836-4D7F-8854-BFC197EB5635
BLG 034-003,37.41656494,-122.20776380,Room 271 Office,0,1,BA00129353A,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, C0A3B563-1322-4224-BC9F-248A951E8165
BLG 034-003,37.41656494,-122.20784148,Room 271 Office,0,1,BA00061047A,1,1-1-2021,01/14/2021,07/21/2021,0,01/14/2021,07/21/2021, 5696C2D0-A609-4ACC-B582-DC40E2CD0D58
BLG 034-004,37.41650391,-122.20777381,upstairs office middle: Rm 215 window,0,1,BA00246829P,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, 50EF4443-EDAB-4223-AA77-C26DE8FF03AF
BLG 034-004,37.41656494,-122.20796657,upstairs office middle: Rm 215 window,0,1,BA00183981T,1,1-1-2021,01/14/2021,07/21/2021,0,01/14/2021,07/21/2021, FDA3C13D-B137-49EA-99BE-74015E39B96A
BLG 034-005,37.41650391,-122.20759952,upstairs office middle: Rm 269 window,0,1,BA00112143O,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, 35E7D0B2-1987-4C4E-8E43-99AEE83672DF
BLG 034-005,37.41656494,-122.20783378,upstairs office middle: Rm 269 window,0,1,BA001605363,1,1-1-2021,01/14/2021,07/21/2021,0,01/14/2021,07/21/2021, B98D241D-D702-4465-A423-86F6E7DEB91F
BLG 034-006,37.41650391,-122.20773543,downstairs office middle: copy Rm 107,0,1,BA00145975S,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, BF66CC9B-3F54-4A48-80B3-0E721C0F12F4
BLG 034-006,37.41653442,-122.20780769,downstairs office middle: copy Rm 107,0,1,BA00096818K,1,1-1-2021,02/24/2021,07/21/2021,0,02/24/2021,07/21/2021, E21650C3-50B7-4426-B0C4-B8AFF4B40756
BLG 034-007,37.41650391,-122.20765034,downstairs office middle: Rm 119 near window near floor level,0,1,BA000952434,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, 58A8090C-4249-4ECA-8FAD-7B28A67939AF
BLG 034-007,37.41650391,-122.20774811,downstairs office middle: Rm 119 near window near floor level,0,1,BA000702392,1,1-1-2021,01/14/2021,07/21/2021,0,01/14/2021,07/21/2021, C76B5B71-A1ED-4810-A4E4-C5B5D7F25C39
BLG 038-001,37.41760254,-122.20577783,Trailer 216: N Bldg 26: inside next to door,0,1,BA001962622,0,7-1-2021,07/21/2021,07/21/2021,,07/21/2021,07/21/2021, CA1BC9DB-E44E-4C88-9BD1-F476A37AFC55
BLG 038-001,37.41763306,-122.20593419,Trailer 216: N Bldg 26: inside next to door,0,1,BA001124892,1,1-1-2021,02/24/2021,07/21/2021,0,02/24/2021,07/21/2021, 64BF11CB-032B-41FC-AC0D-A5F9C6F6FEFB
BLG 040A-002,37.41821289,-122.20462412,Rm 120: RGD Room: inside at gas bottles (PVD System RGD#35),0,1,BA00036896S,0,7-1-2021,09/10/2021,09/10/2021,,09/10/2021,09/10/2021, 3D17519E-4464-4FB4-A6D1-0156509ECF79
BLG 040A-002,37.41821289,-122.20441632,Rm 120: RGD Room: inside at gas bottles (PVD System RGD#35),0,1,BA000704265,1,1-1-2021,02/01/2021,09/10/2021,0,02/01/2021,09/10/2021, 5DF62033-1183-472D-A870-3ACE6112A7A5
BLG 044-001,37.41854858,-122.20600232,KLY Test Lab: station 1,0,1,BA000714818,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, C3D9D298-F9FC-4428-B465-50F95725D8AB
BLG 044-001,37.41854858,-122.20610245,KLY Test Lab: station 1,0,1,BA00093059X,1,1-1-2021,01/15/2021,07/26/2021,0,01/15/2021,07/26/2021, C293F4DD-1F15-4E61-9718-6CA80BC03F63
BLG 044-002,37.41848755,-122.20590329,KLY Test Lab: station 2,0,1,BA000259715,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, B064EC8F-5946-405C-BE4F-8DA082860F84
BLG 044-002,37.41845703,-122.20598435,KLY Test Lab: station 2,0,1,BA00158752Z,1,1-1-2021,01/15/2021,07/26/2021,0,01/15/2021,07/26/2021, 11C4AF94-D05D-4D21-8A7F-9E7400F7CA7B
BLG 044-004,37.41864014,-122.20587297,KLY Test Lab: station 4,0,1,BA00060794Y,0,7-1-2021,08/18/2021,08/18/2021,,08/18/2021,08/18/2021, C5C4D830-6BB5-4D05-A54C-54CA883BB4F2
BLG 044-005,37.41848755,-122.20598031,KLY Test Lab: station 5 operators station,0,1,BA001674615,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, ABCC3714-3172-4E6D-9CDA-AF13BC26D51A
BLG 044-005,37.41845703,-122.20602755,KLY Test Lab: station 5 operators station,0,1,BA001642828,1,1-1-2021,01/25/2021,07/26/2021,0,01/25/2021,07/26/2021, 3AEC2931-4267-40E4-AE2B-D8F28631E6E0
BLG 044-006,37.41851807,-122.20600737,KLY Test Lab: station 6,0,1,BA00154775V,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, 9AC6732F-8A82-46AC-941B-81848C1CC9F4
BLG 044-006,37.41851807,-122.20606267,KLY Test Lab: station 6,0,1,BA00210408D,1,1-1-2021,01/20/2021,07/26/2021,0,01/20/2021,07/26/2021, 61AC0A25-1367-41B0-B966-6F6F31703BA9
BLG 044-007,37.41854858,-122.20597216,KLY Test Lab: station 7,0,1,BA00185615W,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, 0CF01611-6F9C-4007-83F5-411CE8E75777
BLG 044-007,37.41851807,-122.20607884,KLY Test Lab: station 7,0,1,BA000914913,1,1-1-2021,01/15/2021,07/26/2021,0,01/15/2021,07/26/2021, F97067D9-D894-4DBE-A4FC-533E39604A73
BLG 044-009,37.41851807,-122.20595358,KLY Test Lab: station 9,0,1,BA00079477P,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, A9B85B66-E1F3-42D0-B223-776DCD0115AB
BLG 044-009,37.41839600,-122.20599354,KLY Test Lab: station 9,0,1,BA001137449,1,1-1-2021,01/15/2021,07/26/2021,0,01/15/2021,07/26/2021, F0173B72-40C9-48E0-B92B-0E9D8C6AB720
BLG 044-012,37.41815186,-122.20612824,KLY Test Lab: RF bunker BSOIC,0,1,BA00026713A,0,7-1-2021,07/29/2021,07/29/2021,,07/29/2021,07/29/2021, 6D70AA79-6E76-49C5-8837-B1ABC938A859
BLG 044-012,37.41845703,-122.20598231,KLY Test Lab: RF bunker BSOIC,0,1,BA00096777I,1,1-1-2021,01/22/2021,07/29/2021,0,01/22/2021,07/29/2021, 72AD127A-5629-40DB-8EB8-B865BF84F405
BLG 044-015,37.41842651,-122.20600212,KLY Test Lab: room center: outside room 162,0,1,BA00099437P,0,7-1-2021,08/27/2021,08/27/2021,,08/27/2021,08/27/2021, CAD3F33F-38E4-453D-B5C7-3DE785DE70C0
BLG 044-015,37.41839600,-122.20596070,KLY Test Lab: room center: outside room 162,0,1,BA000812183,1,1-1-2021,01/22/2021,08/27/2021,0,01/22/2021,08/27/2021, C9827FF4-0B2B-4E46-B5F0-2BE691EF5AE2
BLG 044-016,37.41839600,-122.20584836,KLY Test Lab: room center: inside room 156B,0,1,BA00137559U,0,7-1-2021,09/01/2021,09/01/2021,,09/01/2021,09/01/2021, 3C3DBC9B-E167-431B-AA94-FF9F55A077D2
BLG 044-016,37.41845703,-122.20601011,KLY Test Lab: room center: inside room 156B,0,1,BA00137121L,1,1-1-2021,01/22/2021,09/01/2021,0,01/22/2021,09/01/2021, 9F9F35F3-3E0D-4B25-81C8-1B77D7779CBB
BLG 044-017,37.41848755,-122.20602864,KLY Test Lab: room center: inside room 158,0,1,BA00044055E,0,7-1-2021,07/28/2021,07/28/2021,,07/28/2021,07/28/2021, 0F2B218E-3328-4C10-A475-ED417EBBD16E
BLG 044-017,37.41848755,-122.20594141,KLY Test Lab: room center: inside room 158,0,1,BA00056378W,1,1-1-2021,01/25/2021,07/28/2021,0,01/25/2021,07/28/2021, DB6E6E8C-8FFA-47D9-A529-C4D541E6C5E3
BLG 044-018,37.41839600,-122.20594873,ASTA Roof: on top rail overlooking Klystron test stand,0,1,BA000464546,0,7-1-2021,07/26/2021,07/26/2021,,07/26/2021,07/26/2021, 477B89B7-3E86-4511-B78C-3FE20B9D052D
BLG 044-018,37.41848755,-122.20602806,ASTA Roof: on top rail overlooking Klystron test stand,0,1,BA00068395W,1,1-1-2021,01/20/2021,07/26/2021,0,01/20/2021,07/26/2021, 2115C0D2-65C0-4BAA-8659-A471556E2D0A
BLG 044-019,37.41848755,-122.20605089,ASTA Roof: on exhaust stack,0,1,BA00203085I,0,7-1-2021,08/26/2021,08/26/2021,,08/26/2021,08/26/2021, 0E627871-539E-4F97-82BC-6DD7971EA2EF
BLG 044-019,37.41848755,-122.20603545,ASTA Roof: on exhaust stack,0,1,BA00165935S,1,1-1-2021,01/20/2021,08/26/2021,0,01/20/2021,08/26/2021, A32DEFEF-C2AB-4667-A561-A0B8E34E3ACD
